GeoType,CDTAType,GeogName,GeoID,Borough,Pop_1E,Pop_1M,Pop_1C,Pop_1P,Pop_1Z,MaleE,MaleM,MaleC,MaleP,MaleZ,FemE,FemM,FemC,FemP,FemZ,PopU181E,PopU181M,PopU181C,PopU181P,PopU181Z,Pop65pl1E,Pop65pl1M,Pop65pl1C,Pop65pl1P,Pop65pl1Z,MdAgeE,MdAgeM,MdAgeC,Pop_2E,Pop_2M,Pop_2C,Pop_2P,Pop_2Z,Hsp1E,Hsp1M,Hsp1C,Hsp1P,Hsp1Z,NHspE,NHspM,NHspC,NHspP,NHspZ,WtNHE,WtNHM,WtNHC,WtNHP,WtNHZ,BlNHE,BlNHM,BlNHC,BlNHP,BlNHZ,AIANNHE,AIANNHM,AIANNHC,AIANNHP,AIANNHZ,AsnNHE,AsnNHM,AsnNHC,AsnNHP,AsnNHZ,NHPINHE,NHPINHM,NHPINHC,NHPINHP,NHPINHZ,OthNHE,OthNHM,OthNHC,OthNHP,OthNHZ,Rc2plNHE,Rc2plNHM,Rc2plNHC,Rc2plNHP,Rc2plNHZ
CDTA2020,CD,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),301,Brooklyn,"166,194","3,251",1.2,100,0,"80,847","2,180",1.6,48.6,0.9,"85,347","2,009",1.4,51.4,0.7,"42,840","1,725",2.4,25.8,0.9,"14,278",722,3.1,8.6,0.4,29.5,0.3,0.6,"166,194","3,251",1.2,100,0,"48,778","2,333",2.9,29.4,1.3,"117,416","2,976",1.5,70.6,1.1,"98,587","2,691",1.7,59.3,1.1,"8,079","1,096",8.2,4.9,0.7,390,204,31.7,0.2,0.1,"8,672","1,079",7.6,5.2,0.6,72,88,74.4,0.0,0.1,348,168,29.3,0.2,0.1,"1,268",270,13.0,0.8,0.2
CDTA2020,CD,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),302,Brooklyn,"96,717","2,573",1.6,100,0,"45,467","1,619",2.2,47.0,1.1,"51,251","1,532",1.8,53.0,0.7,"15,090","1,008",4.1,15.6,1.0,"9,715",632,4.0,10.0,0.6,34.8,0.5,0.8,"96,717","2,573",1.6,100,0,"14,157","1,201",5.2,14.6,1.2,"82,560","2,482",1.8,85.4,1.2,"43,262","1,713",2.4,44.7,1.3,"27,938","1,625",3.5,28.9,1.5,99,62,37.8,0.1,0.1,"7,498",869,7.0,7.8,0.9,10,16,97.3,0.0,0.0,400,179,27.3,0.4,0.2,"3,354",591,10.7,3.5,0.6
CDTA2020,CD,BK03 Bedford-Stuyvesant (CD 3 Approximation),303,Brooklyn,"145,961","3,225",1.3,100,0,"65,876","1,953",1.8,45.1,0.9,"80,085","2,134",1.6,54.9,0.8,"39,293","1,657",2.6,26.9,1.0,"14,304",989,4.2,9.8,0.6,31.5,0.6,1.1,"145,961","3,225",1.3,100,0,"26,495","1,826",4.2,18.2,1.2,"119,466","3,181",1.6,81.8,1.2,"13,298","1,248",5.7,9.1,0.8,"99,375","3,005",1.8,68.1,1.4,309,146,28.8,0.2,0.1,"4,297",866,12.2,2.9,0.6,32,47,89.3,0.0,0.0,899,334,22.6,0.6,0.2,"1,256",286,13.9,0.9,0.2
CDTA2020,CD,BK04 Bushwick (CD 4 Equivalent),304,Brooklyn,"112,013","2,940",1.6,100,0,"55,545","1,932",2.1,49.6,1.1,"56,468","1,795",1.9,50.4,0.9,"30,682","1,454",2.9,27.4,1.1,"7,938",571,4.4,7.1,0.5,29.2,0.5,1.0,"112,013","2,940",1.6,100,0,"77,436","2,897",2.3,69.1,1.8,"34,577","1,856",3.3,30.9,1.4,"7,146",794,6.8,6.4,0.7,"21,794","1,582",4.4,19.5,1.3,252,187,45.2,0.2,0.2,"4,116",675,10.0,3.7,0.6,0,,,,,537,245,27.8,0.5,0.2,732,267,22.2,0.7,0.2
CDTA2020,CD,BK05 East New York-Cypress Hills (CD 5 Approximation),305,Brooklyn,"182,307","3,606",1.2,100,0,"82,458","2,237",1.6,45.2,0.8,"99,849","2,257",1.4,54.8,0.6,"53,935","1,843",2.1,29.6,0.8,"16,215",800,3.0,8.9,0.4,31.2,0.6,1.1,"182,307","3,606",1.2,100,0,"68,100","3,006",2.7,37.4,1.5,"114,207","3,269",1.7,62.6,1.3,"7,715",823,6.5,4.2,0.4,"95,229","3,014",1.9,52.2,1.3,240,142,35.9,0.1,0.1,"6,978","1,097",9.6,3.8,0.6,112,179,97.2,0.1,0.1,"2,458",668,16.5,1.3,0.4,"1,475",422,17.4,0.8,0.2
CDTA2020,CD,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),306,Brooklyn,"113,118","2,711",1.5,100,0,"53,780","1,919",2.2,47.5,1.3,"59,337","1,539",1.6,52.5,0.5,"21,306","1,099",3.1,18.8,0.9,"9,869",952,5.9,8.7,0.8,35.2,0.5,0.8,"113,118","2,711",1.5,100,0,"22,231","1,653",4.5,19.7,1.4,"90,887","2,410",1.6,80.3,0.9,"68,020","1,971",1.8,60.1,1.0,"12,668","1,109",5.3,11.2,0.9,363,223,37.3,0.3,0.2,"6,925",822,7.2,6.1,0.7,0,,,,,519,263,30.8,0.5,0.2,"2,391",472,12.0,2.1,0.4
CDTA2020,CD,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),307,Brooklyn,"128,413","2,899",1.4,100,0,"65,524","1,867",1.7,51.0,0.9,"62,888","1,725",1.7,49.0,0.8,"29,502","1,324",2.7,23.0,0.9,"11,671","1,265",6.6,9.1,1.0,32.7,0.5,0.9,"128,413","2,899",1.4,100,0,"59,390","2,426",2.5,46.2,1.6,"69,023","2,399",2.1,53.8,1.4,"32,022","1,607",3.1,24.9,1.1,"4,078",654,9.8,3.2,0.5,187,131,42.4,0.1,0.1,"30,646","1,883",3.7,23.9,1.4,24,55,142.8,0.0,0.0,669,288,26.2,0.5,0.2,"1,396",341,14.9,1.1,0.3
CDTA2020,CD,BK08 Crown Heights (North) (CD 8 Approximation),308,Brooklyn,"95,656","2,425",1.5,100,0,"42,082","1,609",2.3,44.0,1.3,"53,574","1,637",1.9,56.0,1.0,"21,156","1,250",3.6,22.1,1.2,"9,564",592,3.8,10.0,0.6,33.6,0.6,1.1,"95,656","2,425",1.5,100,0,"10,778","1,200",6.8,11.3,1.2,"84,878","2,445",1.8,88.7,1.2,"16,182","1,158",4.4,16.9,1.1,"63,444","2,321",2.2,66.3,1.7,162,132,49.5,0.2,0.1,"2,882",591,12.5,3.0,0.6,0,,,,,490,231,28.7,0.5,0.2,"1,718",364,12.9,1.8,0.4
CDTA2020,CD,BK09 Crown Heights (South) (CD 9 Approximation),309,Brooklyn,"96,725","2,426",1.5,100,0,"43,566","1,566",2.2,45.0,1.2,"53,159","1,576",1.8,55.0,0.9,"22,532","1,238",3.3,23.3,1.1,"10,441",594,3.5,10.8,0.6,34.4,0.8,1.5,"96,725","2,426",1.5,100,0,"7,509","1,022",8.3,7.8,1.0,"89,216","2,479",1.7,92.2,1.1,"16,884","1,489",5.4,17.5,1.5,"69,455","2,251",2.0,71.8,1.5,86,65,45.6,0.1,0.1,"1,437",488,20.6,1.5,0.5,0,,,,,529,214,24.6,0.5,0.2,824,226,16.7,0.9,0.2
CDTA2020,CD,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),310,Brooklyn,"125,290","2,541",1.2,100,0,"61,082","1,606",1.6,48.8,0.8,"64,208","1,587",1.5,51.2,0.7,"24,314","1,210",3.0,19.4,0.9,"19,183",930,2.9,15.3,0.7,38.9,0.7,1.0,"125,290","2,541",1.2,100,0,"17,272","1,568",5.5,13.8,1.2,"108,018","2,566",1.4,86.2,1.1,"77,425","2,122",1.7,61.8,1.1,"1,338",347,15.8,1.1,0.3,235,158,41.0,0.2,0.1,"27,085","2,015",4.5,21.6,1.5,143,159,67.7,0.1,0.1,299,177,35.9,0.2,0.1,"1,493",442,18.0,1.2,0.4
CDTA2020,CD,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),311,Brooklyn,"169,248","3,060",1.1,100,0,"82,003","1,890",1.4,48.5,0.7,"87,245","1,870",1.3,51.5,0.6,"33,985","1,399",2.5,20.1,0.7,"29,514","1,072",2.2,17.4,0.5,39.3,0.5,0.8,"169,248","3,060",1.1,100,0,"19,754","1,869",5.8,11.7,1.1,"149,494","3,022",1.2,88.3,0.8,"87,133","2,387",1.7,51.5,1.1,884,273,18.8,0.5,0.2,181,124,41.8,0.1,0.1,"59,531","2,889",3.0,35.2,1.6,83,117,86.0,0.0,0.1,187,153,49.7,0.1,0.1,"1,495",476,19.3,0.9,0.3
CDTA2020,CD,BK12 Borough Park-Kensington (CD 12 Approximation),312,Brooklyn,"191,972","3,800",1.2,100,0,"96,140","2,282",1.4,50.1,0.7,"95,833","2,246",1.4,49.9,0.6,"62,930","2,220",2.1,32.8,1.0,"19,505",864,2.7,10.2,0.4,29.0,0.5,1.0,"191,972","3,800",1.2,100,0,"25,093","2,064",5.0,13.1,1.0,"166,880","3,868",1.4,86.9,1.0,"126,661","3,620",1.7,66.0,1.4,"4,598",866,11.5,2.4,0.4,183,163,54.1,0.1,0.1,"33,550","2,059",3.7,17.5,1.0,21,52,148.4,0.0,0.0,485,310,38.8,0.3,0.2,"1,382",414,18.2,0.7,0.2
CDTA2020,CD,BK13 Coney Island-Brighton Beach (CD 13 Approximation),313,Brooklyn,"99,634","2,412",1.5,100,0,"45,354","1,477",2.0,45.5,1.0,"54,280","1,501",1.7,54.5,0.7,"17,543","1,139",3.9,17.6,1.1,"24,217",911,2.3,24.3,0.7,46.4,0.7,1.0,"99,634","2,412",1.5,100,0,"14,315","1,518",6.4,14.4,1.5,"85,319","2,297",1.6,85.6,1.0,"59,209","1,807",1.9,59.4,1.1,"13,574","1,328",5.9,13.6,1.3,179,117,39.9,0.2,0.1,"11,327","1,319",7.1,11.4,1.3,17,23,81.7,0.0,0.0,176,202,69.6,0.2,0.2,837,281,20.4,0.8,0.3
CDTA2020,CD,BK14 Flatbush-Midwood (CD 14 Approximation),314,Brooklyn,"158,736","3,378",1.3,100,0,"74,232","2,053",1.7,46.8,0.8,"84,504","2,062",1.5,53.2,0.6,"40,761","1,650",2.5,25.7,0.9,"16,200",769,2.9,10.2,0.4,33.8,0.6,1.0,"158,736","3,378",1.3,100,0,"22,735","2,250",6.0,14.3,1.4,"136,001","3,208",1.4,85.7,0.9,"61,135","2,203",2.2,38.5,1.1,"59,475","2,452",2.5,37.5,1.3,290,231,48.5,0.2,0.1,"12,669","1,427",6.8,8.0,0.9,0,,,,,852,337,24.0,0.5,0.2,"1,580",444,17.1,1.0,0.3
CDTA2020,CD,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),315,Brooklyn,"144,413","2,817",1.2,100,0,"69,652","1,747",1.5,48.2,0.8,"74,761","1,729",1.4,51.8,0.6,"28,670","1,317",2.8,19.9,0.8,"24,396",916,2.3,16.9,0.5,41.2,0.7,1.0,"144,413","2,817",1.2,100,0,"10,380","1,335",7.8,7.2,0.9,"134,033","2,804",1.3,92.8,0.7,"104,408","2,412",1.4,72.3,0.9,"4,405",863,11.9,3.1,0.6,36,41,69.9,0.0,0.0,"24,016","1,983",5.0,16.6,1.3,0,,,,,146,110,45.8,0.1,0.1,"1,022",536,31.9,0.7,0.4
CDTA2020,CD,BK16 Ocean Hill-Brownsville (CD 16 Approximation),316,Brooklyn,"80,148","2,455",1.9,100,0,"33,975","1,433",2.6,42.4,1.2,"46,173","1,582",2.1,57.6,0.9,"24,981","1,355",3.3,31.2,1.4,"8,040",490,3.7,10.0,0.5,29.9,0.8,1.7,"80,148","2,455",1.9,100,0,"15,988","1,470",5.6,19.9,1.7,"64,160","2,263",2.1,80.1,1.4,"1,070",624,35.4,1.3,0.8,"61,302","2,318",2.3,76.5,1.7,237,159,40.8,0.3,0.2,441,231,31.9,0.6,0.3,34,32,57.9,0.0,0.0,503,255,30.8,0.6,0.3,573,195,20.7,0.7,0.2
CDTA2020,CD,BK17 East Flatbush (CD 17 Approximation),317,Brooklyn,"158,410","3,266",1.3,100,0,"70,388","1,904",1.6,44.4,0.8,"88,021","2,135",1.5,55.6,0.7,"36,509","1,549",2.6,23.0,0.9,"18,757",877,2.8,11.8,0.5,36.6,0.7,1.2,"158,410","3,266",1.3,100,0,"11,023","1,382",7.6,7.0,0.9,"147,386","3,214",1.3,93.0,0.7,"2,550",505,12.0,1.6,0.3,"139,734","3,186",1.4,88.2,0.9,172,118,41.8,0.1,0.1,"2,165",791,22.2,1.4,0.5,0,,,,,579,257,27.0,0.4,0.2,"2,187",534,14.9,1.4,0.3
CDTA2020,CD,BK18 Canarsie-Flatlands (CD 18 Approximation),318,Brooklyn,"201,682","3,348",1.0,100,0,"93,380","2,094",1.4,46.3,0.7,"108,302","2,139",1.2,53.7,0.6,"50,209","1,766",2.1,24.9,0.8,"21,195",880,2.5,10.5,0.4,36.3,0.6,1.0,"201,682","3,348",1.0,100,0,"15,763","1,478",5.7,7.8,0.7,"185,919","3,383",1.1,92.2,0.7,"56,013","2,083",2.3,27.8,0.9,"120,886","3,088",1.6,59.9,1.2,206,107,31.5,0.1,0.1,"5,772",938,9.9,2.9,0.5,88,139,96.0,0.0,0.1,"1,057",392,22.5,0.5,0.2,"1,897",534,17.1,0.9,0.3
CDTA2020,JIA,BK55 Prospect Park (JIA 55 Approximation),355,Brooklyn,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,
CDTA2020,JIA,BK56 Jamaica Bay (West) (JIA 56 Approximation),356,Brooklyn,146,220,91.6,100,0,57,92,98.1,39.0,22.6,89,128,87.4,61.0,127.0,82,96,71.1,56.2,107.1,0,,,,,13.3,30.4,139.4,146,220,91.6,100,0,0,,,,,146,220,91.6,100.0,,137,220,97.6,93.8,52.1,9,14,94.6,6.2,2.4,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,
CDTA2020,CD,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),201,Bronx,"87,717","2,456",1.7,100,0,"40,488","1,800",2.7,46.2,1.6,"47,229","1,506",1.9,53.8,0.8,"27,734","1,320",2.9,31.6,1.2,"7,635",468,3.7,8.7,0.5,29.5,0.8,1.6,"87,717","2,456",1.7,100,0,"60,710","2,261",2.3,69.2,1.7,"27,007","1,774",4.0,30.8,1.8,"1,303",373,17.4,1.5,0.4,"23,905","1,655",4.2,27.3,1.7,173,217,76.1,0.2,0.2,665,332,30.4,0.8,0.4,0,,,,,511,328,39.0,0.6,0.4,450,194,26.3,0.5,0.2
CDTA2020,CD,BX02 Longwood-Hunts Point (CD 2 Approximation),202,Bronx,"53,476","2,056",2.3,100,0,"25,728","1,456",3.4,48.1,2.0,"27,748","1,201",2.6,51.9,1.0,"17,514","1,049",3.6,32.8,1.5,"3,808",363,5.8,7.1,0.6,27.7,0.8,1.8,"53,476","2,056",2.3,100,0,"39,831","1,970",3.0,74.5,2.3,"13,645","1,274",5.7,25.5,2.2,586,186,19.3,1.1,0.3,"12,159","1,218",6.1,22.7,2.1,19,26,83.2,0.0,0.0,227,135,36.1,0.4,0.3,0,,,,,212,195,56.0,0.4,0.4,442,303,41.6,0.8,0.6
CDTA2020,CD,BX03 Morrisania-Crotona Park East (CD 3 Approximation),203,Bronx,"72,668","2,116",1.8,100,0,"32,982","1,369",2.5,45.4,1.3,"39,686","1,409",2.2,54.6,1.1,"24,020","1,198",3.0,33.1,1.3,"5,685",421,4.5,7.8,0.5,28.8,0.9,1.9,"72,668","2,116",1.8,100,0,"42,183","1,853",2.7,58.0,1.9,"30,485","1,623",3.2,42.0,1.9,504,203,24.4,0.7,0.3,"28,993","1,608",3.4,39.9,1.9,29,42,88.0,0.0,0.1,306,181,35.9,0.4,0.2,0,,,,,199,151,46.1,0.3,0.2,454,281,37.6,0.6,0.4
CDTA2020,CD,BX04 Highbridge-Concourse (CD 4 Approximation),204,Bronx,"142,610","3,051",1.3,100,0,"67,772","2,111",1.9,47.5,1.1,"74,838","1,913",1.6,52.5,0.7,"42,586","1,670",2.4,29.9,1.0,"11,452",678,3.6,8.0,0.4,31.0,0.6,1.1,"142,610","3,051",1.3,100,0,"89,560","3,058",2.1,62.8,1.7,"53,050","2,261",2.6,37.2,1.4,"1,981",547,16.8,1.4,0.4,"46,904","2,116",2.7,32.9,1.3,277,167,36.7,0.2,0.1,"2,262",529,14.2,1.6,0.4,0,,,,,935,417,27.1,0.7,0.3,691,253,22.3,0.5,0.2
CDTA2020,CD,BX05 Morris Heights-Mount Hope (CD 5 Approximation),205,Bronx,"130,411","3,459",1.6,100,0,"61,141","2,136",2.1,46.9,1.1,"69,270","2,294",2.0,53.1,1.1,"40,776","1,643",2.4,31.3,0.9,"7,408",555,4.6,5.7,0.4,28.7,0.6,1.2,"130,411","3,459",1.6,100,0,"87,312","3,097",2.2,67.0,1.6,"43,098","2,151",3.0,33.0,1.4,"1,567",334,13.0,1.2,0.3,"37,656","2,061",3.3,28.9,1.4,106,91,52.1,0.1,0.1,"1,937",608,19.1,1.5,0.5,4,42,638.3,0.0,0.0,762,311,24.9,0.6,0.2,"1,067",396,22.5,0.8,0.3
CDTA2020,CD,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),206,Bronx,"79,075","2,247",1.7,100,0,"36,940","1,539",2.5,46.7,1.4,"42,135","1,435",2.1,53.3,1.0,"24,530","1,257",3.1,31.0,1.3,"5,780",526,5.5,7.3,0.6,27.5,0.8,1.8,"79,075","2,247",1.7,100,0,"51,347","2,257",2.7,64.9,2.2,"27,729","1,633",3.6,35.1,1.8,"5,643",775,8.3,7.1,1.0,"20,006","1,433",4.4,25.3,1.7,69,74,65.0,0.1,0.1,"1,096",398,22.1,1.4,0.5,0,,,,,404,216,32.5,0.5,0.3,510,243,29.0,0.6,0.3
CDTA2020,CD,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),207,Bronx,"134,088","3,231",1.5,100,0,"62,854","2,182",2.1,46.9,1.2,"71,234","2,005",1.7,53.1,0.8,"37,356","1,656",2.7,27.9,1.0,"11,171",723,3.9,8.3,0.5,31.4,0.6,1.1,"134,088","3,231",1.5,100,0,"86,833","3,108",2.2,64.8,1.7,"47,255","2,203",2.8,35.2,1.4,"9,842",968,6.0,7.3,0.7,"26,555","1,841",4.2,19.8,1.3,424,305,43.7,0.3,0.2,"7,071",902,7.8,5.3,0.7,0,,,,,"1,847",591,19.5,1.4,0.4,"1,516",459,18.4,1.1,0.3
CDTA2020,CD,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),208,Bronx,"101,762","2,837",1.7,100,0,"46,527","1,642",2.1,45.7,1.0,"55,235","1,930",2.1,54.3,1.1,"21,471","1,227",3.5,21.1,1.1,"16,594",863,3.2,16.3,0.7,38.1,0.8,1.3,"101,762","2,837",1.7,100,0,"43,331","2,000",2.8,42.6,1.6,"58,431","2,414",2.5,57.4,1.8,"39,158","1,720",2.7,38.5,1.3,"11,690","1,203",6.3,11.5,1.1,40,43,65.0,0.0,0.0,"5,738",966,10.2,5.6,0.9,9,15,101.3,0.0,0.0,576,272,28.7,0.6,0.3,"1,220",344,17.2,1.2,0.3
CDTA2020,CD,BX09 Soundview-Parkchester (CD 9 Approximation),209,Bronx,"168,173","3,329",1.2,100,0,"77,718","2,194",1.7,46.2,0.9,"90,455","2,154",1.4,53.8,0.7,"45,210","1,776",2.4,26.9,0.9,"17,066",806,2.9,10.1,0.4,33.2,0.6,1.1,"168,173","3,329",1.2,100,0,"97,644","3,274",2.0,58.1,1.6,"70,529","2,654",2.3,41.9,1.3,"4,360",604,8.4,2.6,0.4,"52,060","2,387",2.8,31.0,1.3,374,247,40.1,0.2,0.1,"9,614","1,262",8.0,5.7,0.7,0,,,,,"2,284",609,16.2,1.4,0.4,"1,837",485,16.0,1.1,0.3
CDTA2020,CD,BX10 Co-op City-Throgs Neck (CD 10 Approximation),210,Bronx,"120,434","2,786",1.4,100,0,"56,095","1,807",2.0,46.6,1.0,"64,339","1,851",1.7,53.4,0.9,"23,905","1,320",3.4,19.8,1.0,"21,808",940,2.6,18.1,0.7,41.4,0.6,0.9,"120,434","2,786",1.4,100,0,"40,883","2,165",3.2,33.9,1.6,"79,551","2,522",1.9,66.1,1.4,"45,708","2,042",2.7,38.0,1.5,"25,829","1,464",3.4,21.4,1.1,368,354,58.4,0.3,0.3,"5,420",902,10.1,4.5,0.7,42,79,114.3,0.0,0.1,"1,084",449,25.2,0.9,0.4,"1,100",399,22.0,0.9,0.3
CDTA2020,CD,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),211,Bronx,"116,326","2,557",1.3,100,0,"55,183","1,735",1.9,47.4,1.1,"61,143","1,639",1.6,52.6,0.8,"27,132","1,369",3.1,23.3,1.1,"16,511",879,3.2,14.2,0.7,37.2,0.7,1.1,"116,326","2,557",1.3,100,0,"46,782","2,327",3.0,40.2,1.8,"69,544","2,222",1.9,59.8,1.4,"34,245","1,677",3.0,29.4,1.3,"23,269","1,556",4.1,20.0,1.3,171,146,51.8,0.1,0.1,"9,797","1,316",8.2,8.4,1.1,5,11,133.7,0.0,0.0,871,374,26.1,0.7,0.3,"1,186",320,16.4,1.0,0.3
CDTA2020,CD,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),212,Bronx,"154,985","3,310",1.3,100,0,"68,923","2,028",1.8,44.5,0.9,"86,062","2,182",1.5,55.5,0.8,"42,006","1,714",2.5,27.1,0.9,"17,355",859,3.0,11.2,0.5,34.4,0.7,1.2,"154,985","3,310",1.3,100,0,"32,706","2,070",3.8,21.1,1.3,"122,279","3,288",1.6,78.9,1.3,"10,909",901,5.0,7.0,0.6,"104,070","3,178",1.9,67.1,1.5,807,416,31.3,0.5,0.3,"3,337",737,13.4,2.2,0.5,43,66,93.3,0.0,0.0,"1,474",467,19.3,1.0,0.3,"1,639",563,20.9,1.1,0.4
CDTA2020,JIA,BX26 Van Cortlandt Park (JIA 26 Equivalent),226,Bronx,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,
CDTA2020,JIA,BX27 Bronx Park (JIA 27 Approximation),227,Bronx,889,264,18.1,100,0,400,171,26.0,45.0,13.8,489,132,16.4,55.0,22.1,439,178,24.6,49.4,13.6,26,43,100.5,2.9,4.8,23.1,12.6,33.1,889,264,18.1,100,0,210,140,40.5,23.6,14.1,679,307,27.5,76.4,26.0,46,38,50.2,5.2,4.0,633,311,29.9,71.2,27.9,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,
